日期,标签,标题,摘要,来源,链接
2026-05-22,"社会, 民生","Toilets and changing rooms must be used on basis of biological sex, guidance confirms",英国指南确认厕所和更衣室必须按生物性别使用，基于去年最高法院裁决。,BBC Top,https://www.bbc.com/news/articles/c0e2rj3zj02o?at_medium=RSS&at_campaign=rss
2026-05-22,"社会, 科技","As floods get worse, Britain tries a new solution: beavers",英国重新引入海狸，利用其筑坝技术缓解洪水。,NPR World,https://www.npr.org/2026/05/21/nx-s1-5738979/beavers-britain-climate-change-flooding
2026-05-22,文体,Foden and Palmer to miss out on World Cup squad,福登和帕尔默将无缘世界杯阵容，但伊万·托尼入选。,BBC Top,https://www.bbc.com/sport/football/articles/c78ke277pmdo?at_medium=RSS&at_campaign=rss
2026-05-22,"文化, 社会",[视频]2026文化强国建设高峰论坛在深圳开幕,2026文化强国建设高峰论坛在深圳开幕，聚焦文脉传承与数智化赋能。,新闻联播,https://tv.cctv.com/2026/05/21/VIDEbM0qk27rCdgV96ihkrtl260521.shtml
2026-05-22,"文化, 经济, 国际",[视频]第二十二届中国（深圳）国际文化产业博览交易会开幕,第二十二届深圳文博会开幕，展出超12万件文化精品，首次设APEC展区。,新闻联播,https://tv.cctv.com/2026/05/21/VIDEFhmrw5howUH4l0A6m1Cc260521.shtml
2026-05-23,"政治, 民生, 科技",《新闻联播》 20260522 21:00,新闻联播今晚报道：美丽中国建设、赵乐际出访、国务院推常住地基本公共服务等多项内容。,新闻联播,https://tv.cctv.com/2026/05/22/VIDESH60j321H6iN0rXEww2N260522.shtml
2026-05-23,"政治, 国际",[视频]《习近平的文化情缘》《习主席的来信》在塞尔维亚启播,总台制作专题节目《习近平的文化情缘》《习主席的来信》在塞尔维亚启播。,新闻联播,https://tv.cctv.com/2026/05/22/VIDEtvhDzSUcxUS3sBwGayg6260522.shtml
2026-05-23,"政治, 国际",[视频]赵乐际将访问哈萨克斯坦、俄罗斯并在俄出席中俄议会合作委员会第十一次会议,赵乐际将于5月25日至30日访问哈萨克斯坦、俄罗斯，并出席中俄议会合作会议。,新闻联播,https://tv.cctv.com/2026/05/22/VIDE0qAvdjqJWfOUooCKMER7260522.shtml
2026-05-23,"政治, 经济",[视频]【树立和践行正确政绩观】助力发展 务实为民 推动学习教育走深走实,义乌和天津武清开展树立正确政绩观学习教育，深查实改优化企业服务。,新闻联播,https://tv.cctv.com/2026/05/22/VIDEliMEh1UqUAHelcdjinRg260522.shtml
2026-05-23,"政治, 军事",Rubio tries to reassure Nato allies over US troop deployments,特朗普表示将向波兰增派美军，其官员此前取消类似部署。,BBC World,https://www.bbc.com/news/articles/cedpz9669deo?at_medium=RSS&at_campaign=rss
2026-05-23,"政治, 国际",Trump is putting pressure on Cuba - why and to what end?,美国对古巴施压，警告和平协议无望；古巴称美国借口军事干预。,BBC World,https://www.bbc.com/news/articles/c5yrkl96xwvo?at_medium=RSS&at_campaign=rss
2026-05-23,政治,'Stupid on stilts' - Trump's investigation compensation fund draws ire of Republicans,特朗普18亿美元赔偿基金引发共和党强烈不满。,BBC Top,https://www.bbc.com/news/articles/cx21d41p6dzo?at_medium=RSS&at_campaign=rss
2026-05-23,"政治, 民生",Tulsi Gabbard to resign as US director of national intelligence,美国国家情报总监因丈夫患病辞职。,BBC Top,https://www.bbc.com/news/articles/cvgj2gkv1x1o?at_medium=RSS&at_campaign=rss
2026-05-23,"政治, 国际, 军事",Rubio doubtful of diplomacy with Cuba as Trump raises new threat of military action,特朗普与鲁比奥对古巴再提军事威胁。,NPR World,https://www.npr.org/2026/05/22/nx-s1-5830999/rubio-diplomacy-cuba-trump-military-action
2026-05-23,"经济, 科技",[视频]我国将抓紧出台“六张网”相关规划和实施方案,我国将出台水网、新型电网等“六张网”规划，明确投资重点和年度安排。,新闻联播,https://tv.cctv.com/2026/05/22/VIDEhhBhpciPfLCPilrJSyqz260522.shtml
2026-05-23,"经济, 科技",[视频]第四届链博会将于6月22日至26日在北京举行,第四届链博会将于6月22日至26日在北京举行，设置六链一展区，首次设立人工智能专区。,新闻联播,https://tv.cctv.com/2026/05/22/VIDEQXh5VZh8KXbphRgOmaKu260522.shtml
2026-05-23,"经济, 科技",[视频]2025年全国核发绿证超过29亿个,2025年全国核发绿证超29亿个，绿证交易规模创历史新高，企业是消费主力。,新闻联播,https://tv.cctv.com/2026/05/22/VIDExn9BmzWxtPhwn9C251mW260522.shtml
2026-05-23,"科技, 军事",[视频]神舟二十三号载人飞船发射任务组织全区合练,神舟二十三号发射任务组织全区合练，各系统准备就绪，航天员在轨待命。,新闻联播,https://tv.cctv.com/2026/05/22/VIDEakbMlIl3tUosOYlbF21r260522.shtml
2026-05-23,"科技, 国际",UK scientists developing Ebola vaccine that could be ready for trials in months,英国科学家研发针对罕见埃博拉病毒疫苗，数月内或可试验。,BBC Top,https://www.bbc.com/news/articles/cy82gkr7xzlo?at_medium=RSS&at_campaign=rss
2026-05-23,"军事, 国际","Trump says he's sending 5,000 more troops to Poland",特朗普宣布向波兰增派5000名美军，引发欧洲困惑。,NPR World,https://www.npr.org/2026/05/22/g-s1-123596/trump-sending-5-000-troops-to-poland
2026-05-23,"民生, 政治",[视频]国务院印发《关于推行常住地提供基本公共服务的实施意见》,国务院发文推行常住地提供基本公共服务，涵盖教育、社保、住房等多领域。,新闻联播,https://tv.cctv.com/2026/05/22/VIDEH9pIc3IRZN8xSFEXp9e8260522.shtml
2026-05-23,民生,[视频]【在希望的田野上】主产区应对降雨天气 确保夏粮颗粒归仓,主产区应对降雨天气，采取无人机作业、备收割机等举措，确保夏粮颗粒归仓。,新闻联播,https://tv.cctv.com/2026/05/22/VIDExoWHNqk9icC6hschmOsk260522.shtml
2026-05-23,"民生, 社会",[视频]国内联播快讯,国际生物多样性日等活动举行，发布生态补偿方案、办学底线要求，并安排资金支持广西灾后恢复。,新闻联播,https://tv.cctv.com/2026/05/22/VIDELsrFc2vE5phcBXEoFpcw260522.shtml
2026-05-23,"民生, 社会",UK sees hottest day of year as bank holiday travellers face queues,英国迎今年最热一天，多地交通拥堵影响银行假期出行。,BBC Top,https://www.bbc.com/news/articles/cpqpygjwywjo?at_medium=RSS&at_campaign=rss
2026-05-23,"国际, 政治",[视频]伊朗称正讨论谈判文本 美再度威胁伊朗交出浓缩铀,伊朗与美国讨论谈判文本，美方要求伊朗交出浓缩铀；国际能源署警告石油市场或面临高风险。,新闻联播,https://tv.cctv.com/2026/05/22/VIDEGlvm17pJrVqXaB1fIHsx260522.shtml
2026-05-23,"国际, 军事",[视频]以军袭击巴勒斯坦加沙地带多地,以军袭击加沙多地致人死亡，多方要求制裁以色列国家安全部长本-格维尔。,新闻联播,https://tv.cctv.com/2026/05/22/VIDEwa97EW1V7s1nPafFJxW1260522.shtml
2026-05-23,"国际, 军事",[视频]国际联播快讯,俄白举行首次联合核力量演习；美国对北约失望；格陵兰岛民众抗议美国新领事馆开馆。,新闻联播,https://tv.cctv.com/2026/05/22/VIDEmG6gp1KNmRZQN3uCFNRz260522.shtml
2026-05-23,"国际, 军事",Russia's Putin vows retaliation after accusing Ukraine of hitting student dormitory,俄罗斯指控乌克兰袭击学生宿舍并誓言报复，乌克兰称打击了俄精英无人机部队。,BBC World,https://www.bbc.com/news/articles/c5y74lwx395o?at_medium=RSS&at_campaign=rss
2026-05-23,"国际, 民生",Ebola risk raised to 'very high' in DR Congo,世卫组织将刚果（金）埃博拉风险升至“非常高”，全球风险仍低。,BBC World,https://www.bbc.com/news/articles/cr7p30m1dn1o?at_medium=RSS&at_campaign=rss
2026-05-23,"国际, 政治",The aftermath of Trump-Xi summit: comparing U.S. and China announcements,特朗普与习近平峰会后的美中声明存在“微小差异”。,NPR World,https://www.npr.org/2026/05/22/g-s1-123647/comparing-u-s-and-china-announcements
2026-05-23,"国际, 政治",Italy's prime minister wants Israel to apologize for treatment of flotilla activists,意大利总理要求以色列就处理船队行动道歉。,NPR World,https://www.npr.org/2026/05/22/nx-s1-5830108/italys-prime-minister-wants-israel-to-apologize-for-treatment-of-flotilla-activists
2026-05-23,"国际, 社会",UN gravely concerned by an Afghan Taliban law that has provisions on child marriage,联合国对阿富汗塔利班涉及童婚的新法表担忧。,NPR World,https://www.npr.org/2026/05/22/nx-s1-5831001/un-concerned-afghan-taliban-law-child-marriage
2026-05-23,"社会, 民生",[视频]【新思想引领新征程】美丽中国 万物共生,我国加快构建国家公园体系，藏羚羊等珍稀物种种群增长，生物多样性保护成效显著。,新闻联播,https://tv.cctv.com/2026/05/22/VIDEfmpigFsjVolk08y4zvkK260522.shtml
2026-05-23,社会,"Bodies of Italian divers did not have optimal equipment, says rescuer",救援人员称，4名意大利潜水员尸体被发现时未配备最佳装备。,BBC World,https://www.bbc.com/news/articles/c0l2j723nrxo?at_medium=RSS&at_campaign=rss
2026-05-23,"社会, 政治",Attorney general to review teen boys' rape sentences,司法部长将审查三名青少年因强奸两名女孩未被判监禁的判决。,BBC Top,https://www.bbc.com/news/articles/cwy2x7wxjego?at_medium=RSS&at_campaign=rss
2026-05-24,"政治, 经济, 科技",《新闻联播》 20260523 19:00,《新闻联播》报道习近平对山西煤矿事故指示、十五五规划、神舟二十三号、外资增长、邮寄业务、油气供应、北斗产值等要闻。,新闻联播,https://tv.cctv.com/2026/05/23/VIDEDgpPxpOIiYAMogYJo6t3260523.shtml
2026-05-24,"政治, 民生",[视频]习近平对山西长治市沁源县一煤矿瓦斯爆炸事故作出重要指示强调 全力救治伤员 科学组织搜救 坚决防范遏制重特大事故发生 李强作出批示,习近平就山西煤矿瓦斯爆炸事故作指示，要求全力救治伤员、科学搜救、防范重特大事故，李强作出批示。,新闻联播,https://tv.cctv.com/2026/05/23/VIDEAUIXx66V9InB7JeqvjkW260523.shtml
2026-05-24,"经济, 政治",[视频]【“十五五”开好局起好步】上海以“五个聚力”推进“十五五”高质量发展 黑龙江在全面振兴中开创高质量发展新局面,上海以“五个聚力”推进十五五高质量发展；黑龙江在全面振兴中开创高质量发展新局面。,新闻联播,https://tv.cctv.com/2026/05/23/VIDEWWHCZUl5P2nQdK5PMShQ260523.shtml
2026-05-24,经济,[视频]前4个月我国高技术产业实际使用外资同比增长20.3%,前4月我国高技术产业实际使用外资同比增长20.3%，占全国外资40.4%。,新闻联播,https://tv.cctv.com/2026/05/23/VIDEV2aY0XCV7JJfp2Db2X6A260523.shtml
2026-05-24,"经济, 民生",[视频]前4个月我国邮政行业寄递业务量达701.6亿件,前4月我国邮政行业寄递业务量达701.6亿件，同比增长4.1%。,新闻联播,https://tv.cctv.com/2026/05/23/VIDEgMed9HTZUyiUpuoebykq260523.shtml
2026-05-24,"经济, 民生",[视频]织密“全国一张网” 我国油气供应能力持续提升,我国油气供应能力持续提升，“全国一张网”不断织密，在建管网超9000公里。,新闻联播,https://tv.cctv.com/2026/05/23/VIDEfW8owM5BFQGYZBYYioT8260523.shtml
2026-05-24,经济,[视频]【一线调研】省级经开区“瘦身”记,辽宁撤并21个省级经开区，避免产业同质化竞争，集中优势资源促高质量发展。,新闻联播,https://tv.cctv.com/2026/05/23/VIDEUqv97tiBAgWU2Ilu3EVL260523.shtml
2026-05-24,"经济, 科技",[视频]国内联播快讯,八部门整治非法跨境证券期货；发布AI伦理安全指引；4月民航旅客量超6100万；西部陆海新通道进出口创新高。,新闻联播,https://tv.cctv.com/2026/05/23/VIDEBSl0TeRv3jbhBE0walGf260523.shtml
2026-05-24,科技,[视频]神舟二十三号载人飞船发射窗口确定 航天员乘组亮相,神舟二十三号发射窗口确定，航天员乘组亮相，含首位港澳女性载荷专家，将开展1年期在轨试验。,新闻联播,https://tv.cctv.com/2026/05/23/VIDEwlCAFBz11OAcy170plbB260523.shtml
2026-05-24,"科技, 经济",[视频]2025年我国北斗时空产业产值超1.3万亿元,2025年我国北斗时空产业产值超1.3万亿元，应用场景拓展至通信、交通等领域。,新闻联播,https://tv.cctv.com/2026/05/23/VIDE8JKmW59QxAOeMGVZ8TBi260523.shtml
2026-05-24,科技,SpaceX launches massive Starship V3 rocket on test flight,SpaceX发射史上最大最强星舰V3火箭，进行测试飞行。,BBC World,https://www.bbc.com/news/articles/c62d65y16nno?at_medium=RSS&at_campaign=rss
2026-05-24,"民生, 社会","'Shameful' more spent on benefits than jobs for young people, says Milburn",米尔本称福利支出多于青年就业投入是“可耻的”，呼吁改革。,BBC Top,https://www.bbc.com/news/articles/crrpx4p1z71o?at_medium=RSS&at_campaign=rss
2026-05-24,"民生, 社会",Hottest day of year so far as temperatures soar on bank holiday weekend,英国银行假日气温飙升，为今年最热一天，多地发布健康警报。,BBC Top,https://www.bbc.com/weather/articles/crmp8dlyz3ko?at_medium=RSS&at_campaign=rss
2026-05-24,"国际, 军事",[视频]伊朗称谈判重点是结束战争 暂不涉及核问题,伊朗称谈判重点为结束战争，暂不讨论核问题；美方考虑军事打击，伊方已制定新方案应对。,新闻联播,https://tv.cctv.com/2026/05/23/VIDEaR4A4Vt9JRHyrEUzuvgM260523.shtml
2026-05-24,"国际, 军事",[视频]以军继续袭击巴勒斯坦加沙地带多地,以军袭击加沙多地致伤亡；西方多国敦促以色列停止扩大定居点，称其严重违反国际法。,新闻联播,https://tv.cctv.com/2026/05/23/VIDE3ywH8w4t3pyV6T1ufong260523.shtml
2026-05-24,"国际, 军事",[视频]国际联播快讯,俄称乌无人机袭击学校致伤亡，乌否认；古巴抗议美国起诉革命领袖；美国家情报总监辞职。,新闻联播,https://tv.cctv.com/2026/05/23/VIDEpf2nlGUwwQdYDXUTat9e260523.shtml
2026-05-24,"国际, 军事",Putin vows retaliation after accusing Ukraine of hitting student dormitory,普京指控乌克兰袭击学生宿舍并誓言报复；乌方称打击的是俄军事单位。,BBC World,https://www.bbc.com/news/articles/c5y74lwx395o?at_medium=RSS&at_campaign=rss
2026-05-24,"国际, 社会",French mum and partner held until trial after sons abandoned by road in Portugal,法国母亲和伴侣因在葡萄牙路边遗弃儿子，被拘留候审。,BBC World,https://www.bbc.com/news/articles/cq5p75l7n17o?at_medium=RSS&at_campaign=rss
2026-05-24,"国际, 经济",Rubio meets Modi during India visit with energy high on agenda,美国国务卿鲁比奥访印，议程聚焦向印度销售能源以弥补伊朗战争缺口。,BBC World,https://www.bbc.com/news/articles/c87qrwyyrn2o?at_medium=RSS&at_campaign=rss
2026-05-24,"国际, 民生",France suspends extra EU border checks at Dover after hours-long queues,法国暂停多佛尔额外欧盟边境检查，此前旅客排长队。,BBC Top,https://www.bbc.com/news/articles/cp3p2ver9k6o?at_medium=RSS&at_campaign=rss
2026-05-24,"国际, 民生",U.S. passengers flying from Ebola-affected countries rerouted,美国对埃博拉疫情国家实施旅行限制，乘客需飞往三个指定机场。,NPR World,https://www.npr.org/2026/05/23/nx-s1-5831963/u-s-passengers-flying-from-ebola-affected-countries-rerouted
2026-05-24,"国际, 军事","NATO allies confused by Trump's unexpected move to deploy 5,000 U.S. troops to Poland",特朗普突然决定向波兰部署5000美军，北约盟友表示困惑。,NPR World,https://www.npr.org/2026/05/23/nx-s1-5831245/nato-allies-confused-by-trumps-unexpected-move-to-deploy-5-000-u-s-troops-to-poland
2026-05-24,"国际, 政治",Chile's MAGA-inspired border control,智利总统模仿特朗普政策，在北部边境挖沟遏制移民，被批效果甚微。,NPR World,https://www.npr.org/2026/05/23/nx-s1-5806607/chile-maga-inspired-border-control
2026-05-24,"国际, 政治",Trump administration to force foreigners in the U.S. to apply for a green card abroad,特朗普政府突然改变政策，要求美国境内外国人离境申请绿卡。,NPR World,https://www.npr.org/2026/05/23/nx-s1-5832399/trump-administration-green-card-abroad
2026-05-24,社会,At least 82 killed in Chinese coal mine explosion,中国山西煤矿爆炸致82人死亡，为16年来最严重矿难。,BBC World,https://www.bbc.com/news/articles/c5y0ve18qlko?at_medium=RSS&at_campaign=rss
2026-05-24,"社会, 民生","Coal mine gas explosion in China kills 90 people, state media say",中国山西一煤矿发生瓦斯爆炸，至少90人死亡，247人在岗。,NPR World,https://www.npr.org/2026/05/23/nx-s1-5832405/coal-mine-gas-explosion-china
2026-05-24,"生态, 社会",[视频]长江口十年来生态保护成效显著,长江口十年生态保护成效显著，湿地保护率68%，鸟类超360种，江豚种群回升。,新闻联播,https://tv.cctv.com/2026/05/23/VIDEndUxoTeCIBVwBhZbZz4n260523.shtml
2026-05-25,"政治, 科技, 民生",《新闻联播》 20260524 19:00,西藏和平解放75周年成果显著；神舟二十三号发射在即；全球超九成超大型油轮订单涌向中国；强降雨来袭各地应对。,新闻联播,https://tv.cctv.com/2026/05/24/VIDEwnt9vC0R2V9gqz0FFwX7260524.shtml
2026-05-25,"政治, 民生",[视频]【新思想引领新征程】努力建设社会主义现代化新西藏,西藏和平解放75周年，社会主义现代化新西藏建设取得历史性成就，林芝嘎拉村依托生态旅游致富。,新闻联播,https://tv.cctv.com/2026/05/24/VIDEs6qXybAo6GRWJSu3gJwT260524.shtml
2026-05-25,"政治, 科技",[视频]国内联播快讯,最高检发布长江经济带白皮书；我国研究制定算力网技术标准；F406涡扇发动机首飞成功；首届中学生人形机器人足球赛决出冠军。,新闻联播,https://tv.cctv.com/2026/05/24/VIDEdIym43qEMAOQXRt0rp6B260524.shtml
2026-05-25,"政治, 国际",Turkish riot police storm opposition offices after leaders ousted,土耳其防暴警察闯入反对党总部，此前该党誓言违抗法院罢免其领导人的裁决。,BBC World,https://www.bbc.com/news/articles/c87qwrqre83o?at_medium=RSS&at_campaign=rss
2026-05-25,"经济, 科技",[视频]全球超九成超大型油轮订单涌向中国,中国造船业超大型油轮订单占全球92%，交付快且技术先进，建造周期排至2030年。,新闻联播,https://tv.cctv.com/2026/05/24/VIDEo8zV8o6ja2jC7Kcu6THs260524.shtml
2026-05-25,"经济, 民生",'Six eggs used to be £1' - why everyday essentials cost so much more now,2022年6枚鸡蛋仅1英镑，如今为何暴涨？调查背后涨价原因。,BBC Top,https://www.bbc.com/news/articles/cd6pw4zg5p9o?at_medium=RSS&at_campaign=rss
2026-05-25,科技,[视频]神舟二十三号飞船发射准备就绪,神舟二十三号载人飞船今日23时08分发射，飞船在多方面升级，预留国际合作接口。,新闻联播,https://tv.cctv.com/2026/05/24/VIDEWd4JkXS9QjrYPN4NTyHG260524.shtml
2026-05-25,"军事, 国际",[视频]俄称使用“榛树”导弹等对乌发动大规模打击 乌称打击俄黑海沿岸石油码头,俄使用高超音速导弹大规模打击乌克兰，乌打击俄黑海沿岸石油码头等目标。,新闻联播,https://tv.cctv.com/2026/05/24/VIDEyzaObBOB7VYVHXSf671b260524.shtml
2026-05-25,"军事, 国际",Large-scale Russian attack on Ukraine leaves four dead and dozens injured,俄罗斯大规模袭击乌克兰，使用高超音速导弹，造成4人死亡、数十人受伤。,BBC World,https://www.bbc.com/news/articles/clyp6831yp5o?at_medium=RSS&at_campaign=rss
2026-05-25,"军事, 国际",Blast targeting train kills at least 20 in Pakistan,巴基斯坦一列运载军人的列车遭武装分子袭击，爆炸致至少20人死亡。,BBC World,https://www.bbc.com/news/articles/cm2pkd58xldo?at_medium=RSS&at_campaign=rss
2026-05-25,"军事, 国际",Russia pounds Kyiv in powerful drone and missile attack,俄军动用可携核弹头高超音速导弹袭击基辅，致2死77伤。,NPR World,https://www.npr.org/2026/05/24/nx-s1-5833050/russia-uses-hypersonic-oreshnik-missile-in-mass-attack-on-kyiv
2026-05-25,"民生, 政治",[视频]【树立和践行正确政绩观】暖民心 惠民生 推动学习教育走深走实,山东青岛和吉林吉林市开展学习教育，立查立改，解决基层医疗和老旧小区改造等民生问题。,新闻联播,https://tv.cctv.com/2026/05/24/VIDEgFeqdOBVyEzvt9bSx7X4260524.shtml
2026-05-25,"民生, 社会",[视频]强降雨来袭 各地各部门积极应对,强降雨影响黄淮江淮等地，重庆永川出现特大暴雨致人失联，各地正全力防汛救灾。,新闻联播,https://tv.cctv.com/2026/05/24/VIDEFfPapAtwWdAs1tVzsDXG260524.shtml
2026-05-25,民生,[视频]【新闻特写】黄龙镇的麦收48小时,湖北襄阳黄龙镇抢抓雨停间隙，调动农机连夜抢收小麦，多方协同保障夏粮收获。,新闻联播,https://tv.cctv.com/2026/05/24/VIDE6GN1UmtspVFBws2LhmiF260524.shtml
2026-05-25,"国际, 政治",[视频]美称美伊协议基本谈成 伊称双方正努力敲定谅解备忘录,特朗普称美伊协议基本谈成，伊朗正努力敲定备忘录，涉及开放霍尔木兹海峡、解除制裁等。,新闻联播,https://tv.cctv.com/2026/05/24/VIDEDlZwRZEuZxoJkONcMgpV260524.shtml
2026-05-25,"国际, 社会, 文体",[视频]国际联播快讯,以轰炸加沙致5死，法国制裁以官员；刚果（金）埃博拉疫情恶化；伊朗队世界杯驻地改至墨西哥。,新闻联播,https://tv.cctv.com/2026/05/24/VIDEvoS1lIezOWYPw5aYDq5e260524.shtml
2026-05-25,"国际, 社会",Suspect killed after opening fire on Secret Service near White House,一名嫌疑人靠近白宫附近检查站开枪，被特勤局击毙，一名路人受伤。,BBC World,https://www.bbc.com/news/articles/cjwp82ye4y3o?at_medium=RSS&at_campaign=rss
2026-05-25,"国际, 政治",What both sides have said about a U.S.-Iran deal,特朗普称美伊接近达成结束战争协议，但未提供细节，伊方立场不明。,NPR World,https://www.npr.org/2026/05/24/nx-s1-5832613/what-both-sides-have-said-about-a-u-s-iran-deal
2026-05-25,"国际, 政治",What we know about the status of a U.S.-Iran deal,专家解读美伊潜在协议现状，分析双方谈判进展与障碍。,NPR World,https://www.npr.org/2026/05/24/nx-s1-5833058/what-we-know-about-the-status-of-a-u-s-iran-deal
2026-05-25,"国际, 文体",Romanian director Cristian Mungiu's 'Fjord' wins top prize at Cannes,罗马尼亚导演蒙吉凭新作《峡湾》获戛纳金棕榈奖。,NPR World,https://www.npr.org/2026/05/23/nx-s1-5832564/palme-dor-cannes-film-festival
2026-05-25,"国际, 政治",Trump touts Iran breakthrough but details remain unclear,特朗普宣称伊朗协议突破，但细节模糊且未获伊朗官方确认。,NPR World,https://www.npr.org/2026/05/23/g-s1-124145/trump-iran-deal-strait-of-hormuz
2026-05-25,"社会, 民生",BBC at the site of China's worst mining disaster in more than a decade,中国刘什宇煤矿发生瓦斯爆炸，至少82人死亡，为十多年来最严重矿难。,BBC World,https://www.bbc.com/news/videos/c809m33yjz7o?at_medium=RSS&at_campaign=rss
2026-05-25,"社会, 民生",Keir Starmer says rape of two girls by boys spared custody 'appalling',英国首相称两男孩强奸少女却免于拘留“令人震惊”，已紧急审查量刑。,BBC Top,https://www.bbc.com/news/articles/c332ljdkd81o?at_medium=RSS&at_campaign=rss
2026-05-25,"社会, 民生","Why did I put myself through the pain of going to court, rape victim tells BBC",强奸案受害者向BBC倾诉：法官判施暴男孩免刑，如同“一记重拳”。,BBC Top,https://www.bbc.com/news/videos/ce9pmyz7jrxo?at_medium=RSS&at_campaign=rss
2026-05-25,"文体, 社会",[视频]【文化中国行】一叶连古今 一茶和天下,中国茶文化源远流长，抹茶申遗成功后创新传承，茶文旅融合推动非遗活态发展。,新闻联播,https://tv.cctv.com/2026/05/24/VIDECE0plJFt6pIlhCQmICKl260524.shtml
2026-05-25,"文体, 社会","It's like the Olympics, except steroids are allowed",首届“增强运动会”在拉斯维加斯开幕，允许使用兴奋剂引争议。,BBC Top,https://www.bbc.com/news/articles/cedpz1zqp8po?at_medium=RSS&at_campaign=rss
2026-05-26,"政治, 科技",《新闻联播》 20260525 21:00,习近平欢迎塞尔维亚总统访华并会谈，会见巴总理；《习近平谈治国理政》第五卷多文版发行；神舟二十三号发射成功。,新闻联播,https://tv.cctv.com/2026/05/25/VIDERRr0sdSAvMiBtMFFODlF260525.shtml
2026-05-26,政治,[视频]习近平举行仪式欢迎塞尔维亚总统访华,习近平在人民大会堂为塞尔维亚总统武契奇举行欢迎仪式，鸣礼炮21响。,新闻联播,https://tv.cctv.com/2026/05/25/VIDEhvcOp9B4W5A9Y5olEDbq260525.shtml
2026-05-26,政治,[视频]习近平同塞尔维亚总统会谈,习近平同塞尔维亚总统武契奇会谈，强调深化中塞命运共同体建设，加强多领域合作。,新闻联播,https://tv.cctv.com/2026/05/25/VIDEMrM0LyShhI3ck9Xdn3aN260525.shtml
2026-05-26,政治,[视频]习近平会见巴基斯坦总理,习近平会见巴基斯坦总理夏巴兹，强调加快构建中巴命运共同体，深化全方位合作。,新闻联播,https://tv.cctv.com/2026/05/25/VIDECsTPFKOSFXRgXXi5gX4g260525.shtml
2026-05-26,政治,[视频]《习近平谈治国理政》第五卷法俄阿等文版及中文繁体版出版发行,《习近平谈治国理政》第五卷8个文版出版发行，收录总书记2022至2024年重要著作。,新闻联播,https://tv.cctv.com/2026/05/25/VIDEZeIQmFSxL2lvnzNUncEa260525.shtml
2026-05-26,政治,[视频]李强会见塞尔维亚总统,李强会见塞尔维亚总统武契奇，强调深化贸易、投资、人文合作，推进匈塞铁路等重点项目。,新闻联播,https://tv.cctv.com/2026/05/25/VIDEW2K5I1JZ0cBn47SbD8rK260525.shtml
2026-05-26,政治,[视频]李强举行仪式欢迎巴基斯坦总理访华,李强在人民大会堂为巴基斯坦总理夏巴兹举行欢迎仪式，检阅仪仗队。,新闻联播,https://tv.cctv.com/2026/05/25/VIDEw3jOTamNhR5xIFWJTkFj260525.shtml
2026-05-26,政治,[视频]李强同巴基斯坦总理会谈,李强同巴基斯坦总理夏巴兹会谈，推动中巴经济走廊建设及多领域合作。,新闻联播,https://tv.cctv.com/2026/05/25/VIDEXbpafpT7Mxbf2VLA2vgi260525.shtml
2026-05-26,政治,[视频]王沪宁主持召开全国政协主席会议,王沪宁主持召开全国政协主席会议，强调学习贯彻习近平经济、科技、防灾减灾等重要指示精神，引导委员建言献策。,新闻联播,https://tv.cctv.com/2026/05/25/VIDEie1L6UBenVV3DlYSKzdI260525.shtml
2026-05-26,"政治, 经济",[视频]全国人大常委会启动海南自由贸易港法、旅游法执法检查,全国人大常委会启动海南自由贸易港法和旅游法执法检查，重点检查贸易、投资、旅游权益等8方面内容。,新闻联播,https://tv.cctv.com/2026/05/25/VIDEEmzWJNbwxKjs9XAHOjgc260525.shtml
2026-05-26,"政治, 社会","Former SNP chief executive Peter Murrell in custody after admitting £400,000 embezzlement",苏格兰前首席大臣丈夫穆雷尔承认侵占40万英镑，被还押候审。,BBC Top,https://www.bbc.com/news/articles/c4g4q7yl3kno?at_medium=RSS&at_campaign=rss
2026-05-26,"政治, 社会",The questions raised by the Murrell embezzlement controversy,苏格兰民族党前首席执行官穆雷尔侵占案引发诸多疑问。,BBC Top,https://www.bbc.com/news/articles/c74dd82w943o?at_medium=RSS&at_campaign=rss
2026-05-26,"经济, 民生, 国际",[视频]联播快讯,文博会闭幕；五部门出台超龄劳动者权益保障暂行规定；美称伊核协议未谈妥，伊朗回应谈判底线。,新闻联播,https://tv.cctv.com/2026/05/25/VIDEluibLkfaX3Nxe3wJMtiJ260525.shtml
2026-05-26,科技,[视频]神舟二十三号载人飞船发射取得圆满成功 两个乘组航天员会师太空,神舟二十三号载人飞船发射成功，与神舟二十一号乘组太空会师，为第8次会师，首迎香港航天员。,新闻联播,https://tv.cctv.com/2026/05/25/VIDEMqyaXrR8WN9dsTBpOSFE260525.shtml
2026-05-26,"军事, 国际",Russia threatens more Kyiv strikes and tells foreign nationals to leave,俄罗斯威胁对基辅发动更多袭击，要求外国人离开乌克兰。,BBC World,https://www.bbc.com/news/articles/c1e22n55zn4o?at_medium=RSS&at_campaign=rss
2026-05-26,民生,Hottest May day on record in UK as temperatures pass 34C,英国五月气温突破34摄氏度，创下历史最高记录。,BBC Top,https://www.bbc.com/news/articles/c8xwwpkrgj1o?at_medium=RSS&at_campaign=rss
